label	name	phylum
Bacteria__Proteobacteria__Deltaproteobacteria__Desulfobacterales__Desulfobacteraceae__Desulfococcus__Desulfococcus_multivorans--AF418173.1.1529	Desulfococcus_multivorans	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Desulfobacterales__Desulfobacteraceae__Desulfofrigus__Desulfofrigus_oceanense--AF099064.1.1523	Desulfofrigus_oceanense	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Desulfuromonadales__Desulfuromonadaceae__Desulfuromonas__Desulfuromonas_acetoxidans_DSM_684--AAEW02000008.189409.190966	Desulfuromonas_acetoxidans_DSM_684	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Desulfuromonadales__Desulfuromonadaceae__Malonomonas__Malonomonas_rubra--Y17712.1.1525	Malonomonas_rubra	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Desulfuromonadales__Geobacteraceae__Geobacter__Geobacter_metallireducens--L07834.1.1546	Geobacter_metallireducens	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Myxococcales__Cystobacteraceae__Stigmatella__Stigmatella_aurantiaca--DQ768127.1.1502	Stigmatella_aurantiaca	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Myxococcales__Myxococcaceae__Myxococcus__Myxococcus_fulvus--DQ768117.1.1493	Myxococcus_fulvus	Proteobacteria
Bacteria__Proteobacteria__Deltaproteobacteria__Syntrophobacterales__Syntrophaceae__Syntrophus__Syntrophus_buswellii--X85131.1.1561	Syntrophus_buswellii	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Aestuariibacter__uncultured_bacterium--HM591411.1.1497	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Alteromonas__Alteromonas_genovensis--AM885866.1.1501	Alteromonas_genovensis	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Catenovulum__Catenovulum_agarivorans_YM01--GQ262000.1.1379	Catenovulum_agarivorans_YM01	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Chromatocurvus__Chromatocurvus_halotolerans--AM691086.1.1523	Chromatocurvus_halotolerans	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Congregibacter__Congregibacter_litoralis_KT71--AY007676.1.1389	Congregibacter_litoralis_KT71	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Glaciecola__uncultured_marine_bacterium--DQ071092.1.1455	uncultured_marine_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Haliea__uncultured_marine_bacterium_463--AY458641.97132.98656	uncultured_marine_bacterium_463	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Luminiphilus__uncultured_bacterium--JX016055.1.1492	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Marinobacter__Marinobacter_sp_JAM_GA23--AB526346.1.1469	Marinobacter_sp_JAM_GA23	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__OM60_NOR5__clade__uncultured_marine_bacterium--DQ009134.1.2249	uncultured_marine_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__SAR92_clade__uncultured_bacterium--JX016188.1.1492	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Simiduia__uncultured_gamma_proteobacterium--JQ579747.1.1492	uncultured_gamma_proteobacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Colwelliaceae__Colwellia__uncultured_bacterium--HM591373.1.1498	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Colwelliaceae__Thalassomonas__uncultured_bacterium--JX680763.1.1388	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_sp_NBRC_107705--AB682656.1.1468	Pseudoalteromonas_sp_NBRC_107705	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Alteromonadaceae__Alteromonas__Alteromonas_macleodii--AB238950.1.1488	Alteromonas_macleodii	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Alteromonadaceae__Alteromonas__Alteromonas_oceani--MF687202.1.1473	Alteromonas_oceani	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Alteromonadaceae__Alteromonas__Alteromonas_sp._R2m1--DQ530523.1.825	Alteromonas_sp._R2m1	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Colwelliaceae__Thalassotalea__Thalassotalea_loyana--AY643537.1.1457	Thalassotalea_loyana	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.154507.156046	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.2907571.2909110	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.369501.371040	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.756660.758199	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.797588.799127	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.869796.871335	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_piratica--CP009888.946302.947841	Pseudoalteromonas_piratica	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_shioyasakiensis--AB720724.1.1501	Pseudoalteromonas_shioyasakiensis	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas_sp--KU955357.1.1449	Pseudoalteromonas_sp	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Photobacterium__Photobacterium_sp._R2m2--DQ530524.1.805	Photobacterium_sp._R2m2	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Photobacterium__Photobacterium_sp._R2t1--DQ530525.1.831	Photobacterium_sp._R2t1	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Photobacterium__Photobacterium_sp._R2t2--DQ530526.1.816	Photobacterium_sp._R2t2	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Photobacterium__Photobacterium_sp._R2t3--DQ530527.1.833	Photobacterium_sp._R2t3	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Salinivibrio__Salinivibrio_costicola--AM945651.1.1344	Salinivibrio_costicola	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Vibrio__Vibrio_alginolyticus--AB680916.1.1478	Vibrio_alginolyticus	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Vibrio__Vibrio_coralliilyticus--AJ316167.1.1468	Vibrio_coralliilyticus	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Vibrio__Vibrio_harveyi--AB428921.1.1297	Vibrio_harveyi	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Vibrio__Vibrio_owensii--AB793687.1.1466	Vibrio_owensii	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Vibrio__Vibrio_shiloi_A203--ASHJ01000914.4404.5936	Vibrio_shiloi_A203	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Vibrionaceae__Vibrio__Vibrio_tubiashii--AB680929.1.1479	Vibrio_tubiashii	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Yersiniaceae__Serratia__Serratia_marcescens--AB061685.1.1532	Serratia_marcescens	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacteriales__Enterobacteriaceae__Enterobacter__Enterobacter_cloacae--AJ251469.1.1511	Enterobacter_cloacae	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacteriales__Enterobacteriaceae__Escherichia_Shigella__Shigella_dysenteriae--X96966.1.1487	Shigella_dysenteriae	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__KI89A_clade__uncultured_bacterium--EF574537.1.1498	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Alcanivoracaceae__Alcanivorax__uncultured_bacterium--EU287296.1.1503	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Halomonadaceae__Halomonas__Halomonas_elongata--AM941743.1.1457	Halomonas_elongata	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__JL_ETNP_Y6__uncultured_gamma_proteobacterium--GQ348272.1.1379	uncultured_gamma_proteobacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Balneatrix__uncultured_gamma_proteobacterium--EU544807.1.1488	uncultured_gamma_proteobacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Marinomonas__Marinomonas_communis--DQ011528.1.1461	Marinomonas_communis	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Marinomonas__uncultured_marine_bacterium--EU338370.1.1450	uncultured_marine_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Pseudospirillum__uncultured_bacterium--EU799647.1.1480	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oleiphilaceae__Oleiphilus__uncultured_gamma_proteobacterium--JQ579692.1.1494	uncultured_gamma_proteobacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__OM182_clade__uncultured_bacterium--EU491863.1.1444	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__SAR86_clade__uncultured_bacterium--EU799836.1.1500	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__ZD0405__uncultured_bacterium--JX537821.1.1374	uncultured_bacterium	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Halomonadaceae__Cobetia__Cobetia_marina--KP236304.1.1190	Cobetia_marina	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Halomonadaceae__Halomonas__Halomonas_taeanensis--AY671975.1.1408	Halomonas_taeanensis	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Halomonadaceae__Halomonas_taeanensis--KJ161492.1.1257	Halomonas_taeanensis	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Marinobacteraceae__Marinobacter__Marinobacter_salsuginis--EF028328.1.1487	Marinobacter_salsuginis	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Moraxellaceae__Acinetobacter__Pseudomonas_aeruginosa--HE978271.1.1527	Pseudomonas_aeruginosa	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Vibrionales__Vibrionaceae__Photobacterium__Photobacterium_phosphoreum--D25310.1.1465	Photobacterium_phosphoreum	Proteobacteria
Bacteria__Proteobacteria__Gammaproteobacteria__Vibrionales__Vibrionaceae__Vibrio__Vibrio_atlanticus--FN582272.1.1494	Vibrio_atlanticus	Proteobacteria
Bacteria__Verrucomicrobia__Opitutae__MB11C04_marine_group__uncultured_bacterium--JX015561.1.1500	uncultured_bacterium	Verrucomicrobia
Bacteria__Verrucomicrobia__Opitutae__Opitutales__Opitutaceae__Alterococcus__Alterococcus_agarolyticus--AF075271.1.1482	Alterococcus_agarolyticus	Verrucomicrobia
Bacteria__Verrucomicrobia__Opitutae__Opitutales__Opitutaceae__Opitutus__Opitutus_terrae--AJ229235.1.1480	Opitutus_terrae	Verrucomicrobia
Bacteria__Verrucomicrobia__Opitutae__Puniceicoccales__Puniceicoccaceae__marine_group__uncultured_bacterium--EF574533.1.1520	uncultured_bacterium	Verrucomicrobia
Bacteria__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__Prosthecobacter__Prosthecobacter_fusiformis--U60015.1.1469	Prosthecobacter_fusiformis	Verrucomicrobia
Bacteria__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__Roseimicrobium__Roseimicrobium_gellanilyticum--AB552861.1.1457	Roseimicrobium_gellanilyticum	Verrucomicrobia
Bacteria__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__Verrucomicrobium__Verrucomicrobium_spinosum--X90515.1.1492	Verrucomicrobium_spinosum	Verrucomicrobia
